infant_mmu,whole_brain_gm_fw,whole_brain_wm_fw,whole_brain_wm_fat,timepoint,GD40_weight_kg,cingulate_gm_fw,cingulate_wm_fw,cingulate_wm_fat,is_treated,frontal_gm_fw,frontal_wm_fw,frontal_wm_fat,prefrontal_gm_fw,prefrontal_wm_fw,prefrontal_wm_fat,templimbic_gm_fw,templimbic_wm_fw,templimbic_wm_fat,num_dtivol_discarded,frontal_gray_volume_AUC,prefrontal_gray_volume_AUC,cing_gray_volume_AUC,frontal_white_volume_AUC,frontal_gray_fw_AUC,prefrontal_gray_fw_AUC,cing_gray_fw_AUC,frontal_white_fw_AUC,cpt_false_alarms,id_ed_misses,Maternal_il6_peak
46060,0.219408,0.171674,0.437401,4,8.31,0.218129,0.127879,0.434014,0,0.189562,0.150838,0.464479,0.193177,0.118478,0.414696,0.220155,0.20831,0.430856,1,8163.7656145,7863.636149,2373.4733291,8163.7656145,0.1722728977,0.1591134348,0.1809136052,0.133215649,7.5789473684,0,
46060,0.193847,0.163676,0.449675,5,8.31,0.180867,0.118809,0.446933,0,0.177158,0.147124,0.478957,0.164324,0.118683,0.428027,0.206127,0.176774,0.435745,7,8163.7656145,7863.636149,2373.4733291,8163.7656145,0.1722728977,0.1591134348,0.1809136052,0.133215649,7.5789473684,0,
46064,0.12496,0.118566,0.350874,1,6.28,0.12867,0.088452,0.377633,0,0.126571,0.100406,0.40945,0.108445,0.080478,0.390749,0.175605,0.134292,0.369628,0,7066.9251303,6265.658958,2077.8699311,7066.9251303,0.1569354857,0.1422290361,0.1712285349,0.128718613,1.3,0.0173098854,3.59
46064,0.138861,0.112081,0.375135,2,6.28,0.152644,0.102172,0.41931,0,0.126797,0.094501,0.427316,0.108873,0.070467,0.379778,0.176523,0.132902,0.373917,3,7066.9251303,6265.658958,2077.8699311,7066.9251303,0.1569354857,0.1422290361,0.1712285349,0.128718613,1.3,0.0173098854,3.59
46064,0.179913,0.157112,0.417437,3,6.28,0.172423,0.124411,0.439779,0,0.165092,0.136889,0.463783,0.149655,0.127292,0.428523,0.197962,0.170492,0.387078,3,7066.9251303,6265.658958,2077.8699311,7066.9251303,0.1569354857,0.1422290361,0.1712285349,0.128718613,1.3,0.0173098854,3.59
46064,0.19087,0.164902,0.429676,4,6.28,0.195797,0.132014,0.462315,0,0.178034,0.147516,0.473906,0.163144,0.134256,0.429737,0.200681,0.165129,0.38371,2,7066.9251303,6265.658958,2077.8699311,7066.9251303,0.1569354857,0.1422290361,0.1712285349,0.128718613,1.3,0.0173098854,3.59
46064,0.179056,0.163014,0.453679,5,6.28,0.177622,0.128164,0.478665,0,0.167756,0.151988,0.496079,0.164559,0.138767,0.460103,0.213567,0.174916,0.422702,11,7066.9251303,6265.658958,2077.8699311,7066.9251303,0.1569354857,0.1422290361,0.1712285349,0.128718613,1.3,0.0173098854,3.59
46068,0.144622,0.132975,0.338919,1,9.62,0.163711,0.104377,0.345091,1,0.127517,0.110652,0.393821,0.105744,0.102632,0.337565,0.175463,0.132548,0.315273,6,5596.3269807,4803.5538057,1629.3137691,5596.3269807,0.1801894668,0.1761039638,0.2264240114,0.1391778507,4.75,0.058024283,4341.71
46068,0.184101,0.156119,0.389605,2,9.62,0.20105,0.10845,0.384661,1,0.169191,0.124926,0.427338,0.143164,0.102693,0.375169,0.208571,0.173571,0.340436,3,5596.3269807,4803.5538057,1629.3137691,5596.3269807,0.1801894668,0.1761039638,0.2264240114,0.1391778507,4.75,0.058024283,4341.71
46068,0.235113,0.172371,0.409576,3,9.62,0.275667,0.16732,0.440765,1,0.193164,0.142361,0.451506,0.219665,0.139783,0.394247,0.247952,0.210137,0.346059,3,5596.3269807,4803.5538057,1629.3137691,5596.3269807,0.1801894668,0.1761039638,0.2264240114,0.1391778507,4.75,0.058024283,4341.71
46068,0.207316,0.173891,0.43413,4,9.62,0.205238,0.117818,0.425086,1,0.183726,0.147568,0.466336,0.167839,0.131501,0.416777,0.20633,0.176688,0.376429,4,5596.3269807,4803.5538057,1629.3137691,5596.3269807,0.1801894668,0.1761039638,0.2264240114,0.1391778507,4.75,0.058024283,4341.71
46068,0.230229,0.182298,0.442788,5,9.62,0.238322,0.134025,0.425845,1,0.195255,0.159114,0.487323,0.193364,0.14228,0.431488,0.238164,0.190155,0.38402,4,5596.3269807,4803.5538057,1629.3137691,5596.3269807,0.1801894668,0.1761039638,0.2264240114,0.1391778507,4.75,0.058024283,4341.71
46070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.93
46071,0.134323,0.121265,0.335822,1,7.54,0.155323,0.07814,0.366985,1,0.130082,0.101857,0.383233,0.111975,0.079169,0.347284,0.181853,0.135648,0.337734,1,6597.5166275,5977.6125671,2020.1443226,6597.5166275,0.1879724572,0.1744466804,0.2092381414,0.1306051741,1.7894736842,0.2844302129,1287.29
46071,0.166515,0.121766,0.351701,2,7.54,0.170992,0.064027,0.347689,1,0.161856,0.089196,0.38693,0.139018,0.082218,0.337421,0.185454,0.137396,0.340178,4,6597.5166275,5977.6125671,2020.1443226,6597.5166275,0.1879724572,0.1744466804,0.2092381414,0.1306051741,1.7894736842,0.2844302129,1287.29
46071,0.201806,0.163566,0.400607,3,7.54,0.203594,0.12284,0.410162,1,0.184541,0.143203,0.432571,0.175236,0.13619,0.391079,0.211982,0.160017,0.368907,2,6597.5166275,5977.6125671,2020.1443226,6597.5166275,0.1879724572,0.1744466804,0.2092381414,0.1306051741,1.7894736842,0.2844302129,1287.29
46071,0.235182,0.173785,0.419542,4,7.54,0.247088,0.108446,0.402141,1,0.221723,0.149889,0.450162,0.208105,0.127707,0.387552,0.235796,0.182292,0.401053,2,6597.5166275,5977.6125671,2020.1443226,6597.5166275,0.1879724572,0.1744466804,0.2092381414,0.1306051741,1.7894736842,0.2844302129,1287.29
46071,0.231801,0.170552,0.431599,5,7.54,0.247902,0.11614,0.409577,1,0.209007,0.153874,0.468137,0.206065,0.131066,0.399013,0.237112,0.173714,0.408951,1,6597.5166275,5977.6125671,2020.1443226,6597.5166275,0.1879724572,0.1744466804,0.2092381414,0.1306051741,1.7894736842,0.2844302129,1287.29
46072,0.134437,0.111582,0.359111,1,7.7,0.125203,0.080255,0.391017,0,0.123035,0.088842,0.396181,0.102116,0.061889,0.379819,0.168671,0.130375,0.342024,1,9253.1244799,8709.638318,2864.8705327,9253.1244799,0.1666958096,0.1485925659,0.167412354,0.1298275646,8.35,0.0110923462,0.04
46072,0.153642,0.137022,0.391933,2,7.7,0.135833,0.106235,0.400384,0,0.128337,0.105274,0.424379,0.118418,0.102001,0.405092,0.189162,0.152077,0.351167,1,9253.1244799,8709.638318,2864.8705327,9253.1244799,0.1666958096,0.1485925659,0.167412354,0.1298275646,8.35,0.0110923462,0.04
46072,0.173085,0.154666,0.444597,3,7.7,0.160791,0.104292,0.432982,0,0.166851,0.134941,0.471715,0.145406,0.09762,0.424131,0.189944,0.188149,0.405568,2,9253.1244799,8709.638318,2864.8705327,9253.1244799,0.1666958096,0.1485925659,0.167412354,0.1298275646,8.35,0.0110923462,0.04
46072,0.224219,0.167043,0.459401,4,7.7,0.203165,0.105236,0.420122,0,0.205959,0.145705,0.480935,0.177319,0.109244,0.416124,0.215306,0.179061,0.423391,12,9253.1244799,8709.638318,2864.8705327,9253.1244799,0.1666958096,0.1485925659,0.167412354,0.1298275646,8.35,0.0110923462,0.04
46072,0.206564,0.172364,0.471622,5,7.7,0.192764,0.130978,0.448176,0,0.180379,0.155607,0.489827,0.181282,0.12837,0.4355,0.230167,0.199289,0.458975,18,9253.1244799,8709.638318,2864.8705327,9253.1244799,0.1666958096,0.1485925659,0.167412354,0.1298275646,8.35,0.0110923462,0.04
46073,0.126763,0.097571,0.341673,1,7.38,0.128783,0.066038,0.376655,0,0.124198,0.072831,0.371129,0.098423,0.059195,0.349617,0.1697,0.123167,0.367452,0,6974.4931402,6490.6356423,2060.3733136,6974.4931402,0.181202097,0.1744541041,0.2073814723,0.1290956633,12.7,0.0106864396,0.45
46073,0.173577,0.135509,0.376236,2,7.38,0.191149,0.132767,0.418347,0,0.153633,0.121132,0.411838,0.144421,0.093519,0.349559,0.221147,0.152797,0.381368,0,6974.4931402,6490.6356423,2060.3733136,6974.4931402,0.181202097,0.1744541041,0.2073814723,0.1290956633,12.7,0.0106864396,0.45
46073,0.191478,0.151106,0.422417,3,7.38,0.186147,0.100664,0.413975,0,0.175415,0.131086,0.443529,0.156257,0.121023,0.402089,0.206395,0.152108,0.408542,5,6974.4931402,6490.6356423,2060.3733136,6974.4931402,0.181202097,0.1744541041,0.2073814723,0.1290956633,12.7,0.0106864396,0.45
46073,0.240858,0.165142,0.437854,4,7.38,0.245384,0.12055,0.440618,0,0.208787,0.140039,0.454321,0.216143,0.110688,0.398033,0.24153,0.191609,0.427998,0,6974.4931402,6490.6356423,2060.3733136,6974.4931402,0.181202097,0.1744541041,0.2073814723,0.1290956633,12.7,0.0106864396,0.45
46073,0.262592,0.175512,0.447516,5,7.38,0.260795,0.124926,0.424009,0,0.22596,0.152287,0.46732,0.237077,0.145048,0.421501,0.261994,0.195977,0.448733,2,6974.4931402,6490.6356423,2060.3733136,6974.4931402,0.181202097,0.1744541041,0.2073814723,0.1290956633,12.7,0.0106864396,0.45
